ZXR1500,50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1803,24, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female
ZXR1804,43, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female
ZXR1805,26, Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male
ZXR1806,46, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR1807,35, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR1808,41, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR1809,26, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male
ZXR1810,34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male
ZXR1811,19, ?, Some-college,10, Never-married, ?, Own-child, Black, Female
ZXR1812,36, Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female
ZXR1813,22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male
ZXR1814,24, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR1815,77, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR1816,22, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female
ZXR1817,29, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female
ZXR1818,62, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female
ZXR1819,39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1820,43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1821,35, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male
ZXR1822,29, Private, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR1823,76, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1824,63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR1825,23, ?, Assoc-voc,11, Never-married, ?, Own-child, Black, Female
ZXR1826,43, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR1827,58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR1828,66, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male
ZXR1829,41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male
ZXR1830,26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male
ZXR1831,47, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male
ZXR1832,55, Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR1833,53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR1834,17, Private, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male
ZXR1835,30, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male
ZXR1836,49, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR1837,19, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Male
ZXR1838,45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male
ZXR1839,26, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male
ZXR1840,38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1841,36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR1842,33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male
ZXR1843,22, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female
ZXR1844,43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male
ZXR1845,67, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male
ZXR1846,30, ?, Assoc-voc,11, Divorced, ?, Unmarried, White, Female
ZXR1847,56, Private, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male
ZXR1848,31, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male
ZXR1849,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1850,26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male
ZXR1851,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1852,46, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR1853,59, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male
ZXR1854,38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR1855,65, Private, 11th,7, Widowed, Other-service, Unmarried, Other, Male
ZXR1856,40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR1857,42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR1858,26, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1859,36, Private, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female
ZXR1860,62, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR1861,43, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR1862,43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR1863,22, Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male
ZXR1864,28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1865,56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR1866,22, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female
ZXR1867,57, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female
ZXR1868,39, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female
ZXR1869,26, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female
ZXR1870,17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male
ZXR1871,40, State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR1872,45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
ZXR1873,44, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male
ZXR1874,20, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female
ZXR1875,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female
ZXR1876,23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male
ZXR1877,46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR1878,38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR1879,54, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male
ZXR1880,46, Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female
ZXR1881,25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1882,46, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female
ZXR1883,36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female
ZXR1884,23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female
ZXR1885,29, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male
ZXR1886,44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR1887,19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female
ZXR1888,19, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female
ZXR1889,35, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female
ZXR1890,27, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male
ZXR1891,46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male
ZXR1892,34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1893,34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female
ZXR1894,44, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR1895,45, Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female
ZXR1896,20, ?, HS-grad,9, Never-married, ?, Other-relative, White, Female
ZXR1897,25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1898,52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1899,20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR1900,28, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female
ZXR1901,50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR1902,34, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female
ZXR1903,28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male
ZXR1904,41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1905,28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR1906,46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1907,28, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female
ZXR1908,32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1909,41, Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female
ZXR1910,24, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female
ZXR1911,33, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female
ZXR1912,46, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1913,31, State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR1914,35, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male
ZXR1915,52, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR1916,30, Private, 11th,7, Never-married, Other-service, Own-child, White, Female
ZXR1917,34, Local-gov, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male
ZXR1918,34, State-gov, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female
ZXR1919,20, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR1920,17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR1921,32, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR1922,29, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male
ZXR1923,33, Private, 10th,6, Never-married, Craft-repair, Unmarried, White, Female
ZXR1924,25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR1925,36, Federal-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR1926,23, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male
ZXR1927,63, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1928,47, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR1929,80, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Male
ZXR1930,17, ?, 11th,7, Never-married, ?, Own-child, White, Male
ZXR1931,40, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female
ZXR1932,30, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female
ZXR1933,27, Private, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male
ZXR1934,33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR1935,34, Local-gov, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male
ZXR1936,34, Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female
ZXR1937,23, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR1938,42, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR1939,29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR1940,45, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female
ZXR1941,24, Federal-gov, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male
ZXR1942,44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR1943,27, Private, 9th,5, Never-married, Craft-repair, Other-relative, White, Male
ZXR1944,20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male
ZXR1945,44, Private, HS-grad,9, Widowed, Exec-managerial, Unmarried, Black, Female
ZXR1946,51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male
ZXR1947,20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR1948,17, ?, 11th,7, Never-married, ?, Own-child, White, Female
ZXR1949,19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female
ZXR1950,45, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1951,60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1952,42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male
ZXR1953,44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female
ZXR1954,40, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male
ZXR1955,30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR1956,38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male
ZXR1957,23, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR1958,32, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male
ZXR1959,44, Private, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, Male
ZXR1960,54, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male
ZXR1961,32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR1962,50, Private, 1st-4th,2, Married-spouse-absent, Craft-repair, Unmarried, White, Male
ZXR1963,24, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female
ZXR1964,37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR1965,52, Private, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male
ZXR1966,38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR1967,49, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR1968,30, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female
ZXR1969,60, Private, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male
ZXR1970,22, ?, Some-college,10, Never-married, ?, Own-child, White, Male
ZXR1971,35, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male
ZXR1972,30, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male
ZXR1973,67, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female
ZXR1974,46, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female
ZXR1975,17, Private, 9th,5, Never-married, Other-service, Not-in-family, White, Male
ZXR1976,22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR1977,27, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Male
ZXR1978,23, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female
ZXR1979,33, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1980,43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR1981,28, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR1982,41, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female
ZXR1983,52, ?, 12th,8, Never-married, ?, Other-relative, Black, Male
ZXR1984,25, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female
ZXR1985,63, ?, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male
ZXR1986,59, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR1987,45, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female
ZXR1988,38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR1989,40, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female
ZXR1990,46, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male
ZXR1991,35, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR1992,34, Private, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female
ZXR1993,33, Private, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male
ZXR1994,41, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female
ZXR1995,20, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR1996,23, Private, 5th-6th,3, Never-married, Other-service, Own-child, White, Male
ZXR1997,26, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR1998,72, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male
ZXR1999,23, Local-gov, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male
ZXR2000,62, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR2001,52, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male
